Accepted_Latin_Name,Common,Created_By,Family,Genus,Latin_Name,Order,PLANTS_Code,Rank_Name,Species,Subspecies,Synonym,Updated_By,ACAD_ED,Accepted_Found,Aquatic,Exotic,Fern_Ally,Graminoid,Herbaceous,Moss_Lichen,Shrub,Tree,TSN,TSN_Accepted,Vine,CoC_ME_ACAD,Created_Date,Updated_Date,Invasive,Author,Canopy_Exclusion,Favorites,Protected_species,Coef_wetness
Carex wiegandii,Wiegand's sedge,NA,Cyperaceae,Carex,Carex wiegandii,Poales,CAWI7,Species,wiegandii,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,39871,39871,FALSE,5,3/27/2014,3/27/2014,FALSE,Mack.,FALSE,FALSE,FALSE,-5
Celastrus orbiculatus,oriental bittersweet,NA,Celastraceae,Celastrus,Celastrus orbiculatus,Celastrales,CEOR7,Species,orbiculatus,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,506068,506068,TRUE,0,6/14/2012,6/14/2012,TRUE,Thunb.,FALSE,FALSE,FALSE,5
Cerastium,chickweed,NA,Caryophyllaceae,Cerastium,Cerastium,Caryophyllales,CERAS,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19943,19943,FALSE,2.5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Cerastium arvense,field chickweed,NA,Caryophyllaceae,Cerastium,Cerastium arvense,Caryophyllales,CEAR4,Species,arvense,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19947,19947,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Cerastium fontanum,common mouse-ear chickweed,NA,Caryophyllaceae,Cerastium,Cerastium fontanum,Caryophyllales,CEFO2,Species,fontanum,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19954,19954,FALSE,0,6/14/2012,6/14/2012,FALSE,Baumg.,FALSE,FALSE,FALSE,3
Cerastium pumilum,European chickweed,{8330C84C-E3CB-45E0-99A3-133519C3A7AD},Caryophyllaceae,Cerastium,Cerastium pumilum,Caryophyllales,CEPU4,Species,pumilum,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19959,19959,FALSE,0,10/10/2012,10/10/2012,FALSE,W. Curtis,FALSE,FALSE,FALSE,0
Chamaedaphne calyculata,leatherleaf,NA,Ericaceae,Chamaedaphne,Chamaedaphne calyculata,Ericales,CHCA2,Species,calyculata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23637,23637,FALSE,5,6/14/2012,6/14/2012,FALSE,(L.) Moench,FALSE,FALSE,FALSE,-5
Chelone glabra,white turtlehead,NA,Plantaginaceae,Chelone,Chelone glabra,Lamiales,CHGL2,Species,glabra,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,33182,33182,FALSE,6,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Chenopodium,goosefoot,NA,Amaranthaceae,Chenopodium,Chenopodium,Caryophyllales,CHENO,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20589,20589,FALSE,2.5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Chimaphila maculata,striped prince's pine,NA,Ericaceae,Chimaphila,Chimaphila maculata,Ericales,CHMA3,Species,maculata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23767,23767,FALSE,5,6/14/2012,6/14/2012,FALSE,(L.) Pursh,FALSE,TRUE,FALSE,0
Chimaphila umbellata,common pipsissewa,NA,Ericaceae,Chimaphila,Chimaphila umbellata,Ericales,CHUM,Species,umbellata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23769,23769,FALSE,6,6/14/2012,6/14/2012,FALSE,(L.) W.P.C. Barton,FALSE,FALSE,FALSE,0
Chrysosplenium americanum,American golden saxifrage,NA,Saxifragaceae,Chrysosplenium,Chrysosplenium americanum,Saxifragales,CHAM2,Species,americanum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,24191,24191,FALSE,6,6/14/2012,6/14/2012,FALSE,Schwein. ex Hook.,FALSE,TRUE,FALSE,-5
Cicuta bulbifera,bulb waterhemlock,NA,Apiaceae,Cicuta,Cicuta bulbifera,Apiales,CIBU,Species,bulbifera,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,29459,29459,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Cicuta maculata,water hemlock,NA,Apiaceae,Cicuta,Cicuta maculata,Apiales,CIMA2,Species,maculata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,29456,29456,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Cinna latifolia,drooping woodreed,NA,Poaceae,Cinna,Cinna latifolia,Poales,CILA2,Species,latifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40584,40584,FALSE,5,6/14/2012,10/21/2013,FALSE,(Trevir. ex G├╢pp.) Griseb.,FALSE,FALSE,FALSE,-3
Circaea,enchanter nightshade,NA,Onagraceae,Circaea,Circaea,Myrtales,CIRCA,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27562,27562,FALSE,6,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-3
Circaea alpina,small enchanter's nightshade,NA,Onagraceae,Circaea,Circaea alpina,Myrtales,CIAL,Species,alpina,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27563,27563,FALSE,6,7/22/2020 10:22,7/22/2020 10:22,FALSE,L.,FALSE,FALSE,FALSE,-3
Cirsium,thistle spp.,NA,Asteraceae,Cirsium,Cirsium,Asterales,CIRSI,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36334,36334,FALSE,0.67,6/14/2012,6/14/2012,FALSE,Mill.,FALSE,FALSE,FALSE,NA
Cirsium arvense,Canada thistle,NA,Asteraceae,Cirsium,Cirsium arvense,Asterales,CIAR4,Species,arvense,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36335,36335,FALSE,0,6/14/2012,6/14/2012,TRUE,(L.) Scop.,FALSE,FALSE,FALSE,3
Cirsium pumilum,pasture thistle,NA,Asteraceae,Cirsium,Cirsium pumilum,Asterales,CIPU4,Species,pumilum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36405,36405,FALSE,2,6/14/2012,6/14/2012,FALSE,Spreng.,FALSE,FALSE,FALSE,0
Cirsium vulgare,bull thistle,NA,Asteraceae,Cirsium,Cirsium vulgare,Asterales,CIVU,Species,vulgare,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36428,36428,FALSE,0,6/14/2012,6/14/2012,TRUE,(Savi) Ten.,FALSE,FALSE,FALSE,3
Cladium mariscoides,smooth sawgrass,NA,Cyperaceae,Cladium,Cladium mariscoides,Poales,CLMA,Species,mariscoides,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,39880,39880,FALSE,6,3/28/2014,3/28/2014,FALSE,(Muhl.) Torr.,FALSE,FALSE,FALSE,-5
Clinopodium vulgare,wild basil,NA,Lamiaceae,Clinopodium,Clinopodium vulgare,Lamiales,CLVU,Species,vulgare,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,501592,501592,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Clintonia borealis,bluebead,NA,Liliaceae,Clintonia,Clintonia borealis,Liliales,CLBO3,Species,borealis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42903,42903,FALSE,5,6/14/2012,6/14/2012,FALSE,(Aiton) Raf.,FALSE,FALSE,FALSE,0
Comptonia peregrina,sweet fern,NA,Myricaceae,Comptonia,Comptonia peregrina,Fagales,COPE80,Species,peregrina,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,501619,501619,FALSE,3,6/14/2012,6/14/2012,FALSE,(L.) J.M. Coult.,FALSE,FALSE,FALSE,0
Conium maculatum,poison parsley,NA,Apiaceae,Conium,Conium maculatum,Apiales,COMA2,Species,maculatum,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,29473,29473,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-3
Coptis trifolia,threeleaf goldthread,NA,Ranunculaceae,Coptis,Coptis trifolia,Ranunculales,COTR2,Species,trifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18767,18767,FALSE,6,6/14/2012,6/14/2012,FALSE,(L.) Salisb.,FALSE,FALSE,FALSE,-3
Corallorhiza trifida,yellow coralroot,NA,Orchidaceae,Corallorhiza,Corallorhiza trifida,Asparagales,COTR18,Species,trifida,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,894654,894654,FALSE,7,3/29/2016,3/29/2016,FALSE,Ch├ótel.,FALSE,FALSE,FALSE,-3
Cornus alternifolia,alternate-leaf dogwood,NA,Cornaceae,Cornus,Cornus alternifolia,Cornales,COAL2,Species,alternifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27813,27813,FALSE,4,6/14/2012,6/14/2012,FALSE,L. f.,FALSE,FALSE,FALSE,3
Cornus canadensis,bunchberry dogwood,NA,Cornaceae,Cornus,Cornus canadensis,Cornales,COCA13,Species,canadensis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27816,27816,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Cornus foemina,stiff dogwood,NA,Cornaceae,Cornus,Cornus foemina,Cornales,COFO,Species,foemina,NA,Cornus racemosa,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27802,27802,FALSE,4,10/21/2013,10/21/2013,FALSE,Mill.,FALSE,FALSE,FALSE,0
Cornus racemosa,gray dogwood,NA,Cornaceae,Cornus,Cornus racemosa,Cornales,CORA6,Species,racemosa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,501635,501635,FALSE,4,6/14/2012,6/14/2012,FALSE,Lam.,FALSE,FALSE,FALSE,0
Cornus rugosa,roundleaf dogwood,NA,Cornaceae,Cornus,Cornus rugosa,Cornales,CORU,Species,rugosa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27810,27810,FALSE,5,6/14/2012,6/14/2012,FALSE,Lam.,FALSE,FALSE,FALSE,0
Cornus sericea,redosier dogwood,NA,Cornaceae,Cornus,Cornus sericea,Cornales,COSE16,Species,sericea,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,501637,501637,FALSE,3,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-3
Corydalis sempervirens,rock harlequin,NA,Papaveraceae,Corydalis,Corydalis sempervirens,Ranunculales,COSE5,Species,sempervirens,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19010,19010,FALSE,6,6/14/2012,6/14/2012,FALSE,(L.) Pers.,FALSE,FALSE,FALSE,0
Corylus,hazelnut,NA,Betulaceae,Corylus,Corylus,Fagales,CORYL,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19505,19505,FALSE,4.5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Corylus americana,American hazelnut,NA,Betulaceae,Corylus,Corylus americana,Fagales,COAM3,Species,americana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19506,19506,FALSE,5,6/14/2012,6/14/2012,FALSE,Walter,FALSE,FALSE,FALSE,3
Corylus cornuta,beaked hazel,NA,Betulaceae,Corylus,Corylus cornuta,Fagales,COCO6,Species,cornuta,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19507,19507,FALSE,4,6/14/2012,6/14/2012,FALSE,Marshall,FALSE,FALSE,FALSE,3
Crataegus,hawthorns,NA,Rosaceae,Crataegus,Crataegus,Rosales,CRATA,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,24539,24539,FALSE,1,6/14/2012,6/14/2012,FALSE,L.,TRUE,FALSE,FALSE,NA
Cypripedium acaule,lady's-slipper orchid/moccasin flower,NA,Orchidaceae,Cypripedium,Cypripedium acaule,Asparagales,CYAC3,Species,acaule,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43534,43534,FALSE,4,6/14/2012,6/14/2012,FALSE,Aiton,FALSE,FALSE,FALSE,-3
Dactylis glomerata,orchardgrass,NA,Poaceae,Dactylis,Dactylis glomerata,Poales,DAGL,Species,glomerata,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,193446,193446,FALSE,0,6/14/2012,10/21/2013,FALSE,L.,FALSE,FALSE,FALSE,3
Danthonia,danthonia,NA,Poaceae,Danthonia,Danthonia,Poales,DANTH,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41631,41631,FALSE,3,6/14/2012,10/21/2013,FALSE,DC.,FALSE,TRUE,FALSE,NA
Danthonia compressa,flattened oatgrass,NA,Poaceae,Danthonia,Danthonia compressa,Poales,DACO,Species,compressa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41637,41637,FALSE,3,6/14/2012,10/21/2013,FALSE,Austin,FALSE,TRUE,FALSE,3
Danthonia spicata,poverty oatgrass,NA,Poaceae,Danthonia,Danthonia spicata,Poales,DASP2,Species,spicata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41642,41642,FALSE,3,6/14/2012,10/21/2013,FALSE,(L.) P. Beauv. ex Roem. & Schult.,FALSE,FALSE,FALSE,0
Dasiphora fruticosa,shrubby cinquefoil,NA,Rosaceae,Dasiphora,Dasiphora fruticosa,Rosales,DAFR6,Species,fruticosa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,836659,836659,FALSE,8,3/29/2016,3/29/2016,FALSE,(L.) Rydb.,FALSE,TRUE,FALSE,-3
Datura stramonium,jimsonweed,NA,Solanaceae,Datura,Datura stramonium,Solanales,DAST,Species,stramonium,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30520,30520,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Daucus carota,Queen Anne's Lace,NA,Apiaceae,Daucus,Daucus carota,Apiales,DACA6,Species,carota,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,29477,29477,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,5
